t,x,y,z,vx,vy,vz,earth_x,earth_y,earth_z,moon_x,moon_y,moon_z,sx,sy,sz
223193.17291036728,-34349267030.082722,130690074254.96262,56701278433.518295,-28548.016770526192,-6546.6735577879108,-2802.7701034508927,-34185155962.417343,131100759423.57341,56872181401.609993,-34296615798.997139,130731890572.71603,56743229125.551407,1.1495710982596032,-0.083316013257424423,-0.070300033561028652
230466.68726722276,-34556844595.049591,130642362899.34572,56680857117.511742,-28529.652817254657,-6572.503737368309,-2812.4801243504098,-34399767371.586372,131055046620.75441,56852367052.690262,-34504457277.465141,130684573554.88,56722263508.065819,1.1483792799597969,-0.085481633598664786,-0.068657183966818428
237740.20162407821,-34764288950.049667,130594464230.70496,56660365261.043655,-28511.388369530156,-6598.1786953796563,-2822.1667802167613,-34614305648.897621,131009042451.79727,56832426499.878586,-34712191551.180595,130637081715.17332,56701212439.941261,1.1471639019587185,-0.087570202306643016,-0.066965633190732232
245013.71598093366,-34971600827.18161,130546379386.1868,56639803030.770821,-28493.225741582875,-6623.6961838084926,-2831.8309807699593,-34828770294.735352,130962747012.74496,56812359782.985146,-34919820296.513733,130589415591.27541,56680076302.996841,1.1459265797824765,-0.089579603327465007,-0.065226137323831382
252287.23033778911,-35178780975.817291,130498109519.50333,56619170586.61171,-28475.167369460189,-6649.0538952292409,-2841.4736699029431,-35043160809.552826,130916160400.70181,56792166942.248108,-35127345198.363312,130541575689.83417,56658855468.213676,1.144668961103217,-0.091507749026490323,-0.063439482549859344
259560.74469464459,-35385830163.502808,130449655801.37309,56598468081.480621,-28457.215815231753,-6674.2494603753776,-2851.0958304853762,-35257476693.878548,130869282713.83464,56771848018.334435,-35334767949.748634,130493562486.34407,56637550295.655899,1.1433927241392654,-0.093352580199349833,-0.061606486500046943
266834.2590515,-35592749176.892036,130401019419.98051,56577695660.985863,-28439.373771735383,-6699.2804454456436,-2860.6984894488687,-35471717448.322548,130822114051.37408,56751403052.340782,-35542090251.39682,130445376425.0253,56616161134.391792,1.1420995759905874,-0.095112066049395788,-0.059727999713584959
274107.77340835548,-35799538822.716835,130352201581.45587,56556853463.089867,-28421.644067929552,-6724.1443491468863,-2870.2827231769829,-35685882573.582733,130774654513.61571,56730832085.794327,-35749313811.325272,130397017918.70442,56594688322.415001,1.1407912509061211,-0.096784204133040896,-0.057804907210552842
281381.28776521096,-36006199928.798645,130303203510.37776,56535941617.728897,-28404.029674926311,-6748.8385994791788,-2879.8496632260035,-35899971570.451302,130726904201.92123,56710135160.653625,-35956440344.419113,130348487348.69676,56573132186.565926,1.1394695084773121,-0.09836702027656874,-0.055838130185493336
288654.80212206638,-36212733345.106636,130254026450.29982,56514960246.389854,-28386.533712785924,-6773.3605502736309,-2889.4005024049284,-36113983939.82119,130678863218.7197,56689312319.309471,-36163471572.003693,130299785064.69057,56551493042.453453,1.1381361317521574,-0.099858568466732286,-0.053828627830318158
295928.31647892186,-36419139944.868385,130204671664.3035,56493909461.641495,-28369.159458163984,-6797.7074774998082,-2898.9365012462563,-36327919182.69265,130630531667.50856,56668363604.585701,-36370409221.411926,130250911384.63341,56529771194.377029,1.1367929252629487,-0.10125693072075831,-0.051777399295260061
