# JPL Horizons, sun (COMMAND=10)
# center=SSB(500@0) frame=ICRF/FRAME units=KM-S corr=NONE
# jdtdb,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms
2453855.000000000,5.222886004830358E+05,4.078209872882839E+05,1.579262897480123E+05,-6.622679424137064E-03,9.021034642118796E-03,3.961620221041444E-03
2453885.000000000,5.046407726977209E+05,4.307243926993026E+05,1.679958979000127E+05,-6.986069541274842E-03,8.658513329753975E-03,3.811896989276182E-03
2453915.000000000,4.860965782818531E+05,4.527106973784245E+05,1.776892010428063E+05,-7.313836767680552E-03,8.307995745717859E-03,3.667679270916786E-03
2453945.000000000,4.667562056811965E+05,4.738195750797358E+05,1.870199270218213E+05,-7.606758838467353E-03,7.985528177681731E-03,3.534644704922913E-03
2453975.000000000,4.466573633244087E+05,4.941444340909948E+05,1.960325145321860E+05,-7.912776218049675E-03,7.702568851669062E-03,3.423563803485100E-03
2454005.000000000,4.256865808812601E+05,5.137130515706919E+05,2.047546840660403E+05,-8.269164267169006E-03,7.387200287051737E-03,3.302035997652122E-03
2454035.000000000,4.038036522827256E+05,5.323969593866512E+05,2.131295805590430E+05,-8.609383859280209E-03,7.022429889062034E-03,3.156464465101470E-03
2454065.000000000,3.810950237261562E+05,5.501081535059747E+05,2.211125550900765E+05,-8.912101027095392E-03,6.643499357675215E-03,3.003697098266169E-03
2454095.000000000,3.576278878981670E+05,5.668065528572276E+05,2.286838319479628E+05,-9.184504237999821E-03,6.239337578046959E-03,2.836393304063744E-03
2454125.000000000,3.335299326855590E+05,5.824665163802012E+05,2.358180575655659E+05,-9.402359114184942E-03,5.849596163812534E-03,2.670336810798050E-03
2454155.000000000,3.088938665294918E+05,5.971805966348492E+05,2.425505147437662E+05,-9.617853249725018E-03,5.510080003434052E-03,2.528527627533209E-03
2454185.000000000,2.836304458109551E+05,6.110131699454709E+05,2.489196648827611E+05,-9.879273204795683E-03,5.158881985518137E-03,2.384089754927704E-03
2454215.000000000,2.576629799061560E+05,6.238932114331071E+05,2.548971756521969E+05,-1.015802523033930E-02,4.771771069709193E-03,2.225052774717588E-03
2454245.000000000,2.309674277106938E+05,6.357180825183373E+05,2.604442596484372E+05,-1.044558472264401E-02,4.340708559256789E-03,2.051000564458839E-03
2454275.000000000,2.035468226851611E+05,6.463107485397105E+05,2.654896708221846E+05,-1.069693060729245E-02,3.821311300151250E-03,1.836108465789400E-03
2454305.000000000,1.756090439917773E+05,6.554976599120569E+05,2.699444056849365E+05,-1.083951764818282E-02,3.267924021651364E-03,1.600512742045189E-03
2454335.000000000,1.474318724665784E+05,6.632952979068473E+05,2.738057276443503E+05,-1.089720071112663E-02,2.754975002677966E-03,1.381955331363474E-03
2454365.000000000,1.191655091259475E+05,6.698058683061331E+05,2.771166834671426E+05,-1.090485146445343E-02,2.278337008585039E-03,1.176555177784728E-03
2454395.000000000,9.092061258155614E+04,6.751632906029922E+05,2.799293525779953E+05,-1.088900960640450E-02,1.867257262112106E-03,9.991007081234060E-04
2454425.000000000,6.266843798721035E+04,6.795438265510367E+05,2.823278795607970E+05,-1.092808967268700E-02,1.512150738106115E-03,8.525060133330686E-04
2454455.000000000,3.422377780459667E+04,6.829657029611232E+05,2.843326946414569E+05,-1.102392803820741E-02,1.120268398868772E-03,6.907552549610864E-04
2454485.000000000,5.520628269237523E+03,6.853054065704561E+05,2.858869009487291E+05,-1.111847433261828E-02,6.779049426713721E-04,5.049428345800648E-04
2454515.000000000,-2.340353475406112E+04,6.864563334397472E+05,2.869415644252957E+05,-1.119804850247078E-02,1.987163827814788E-04,3.035799824946757E-04
2454545.000000000,-5.246852529312824E+04,6.862904408170057E+05,2.874348854804119E+05,-1.121370212375700E-02,-3.290828662563838E-04,7.499618119381855E-05
2454575.000000000,-8.145993486567200E+04,6.847623333175982E+05,2.873315740792265E+05,-1.114305582611049E-02,-8.417417441092827E-04,-1.513735993819385E-04
2454605.000000000,-1.102232551180498E+05,6.819789945577044E+05,2.866774252246890E+05,-1.105377576813537E-02,-1.304839651810054E-03,-3.525199759755815E-04
2454635.000000000,-1.387532782653772E+05,6.780035141907930E+05,2.855060147115941E+05,-1.095898904976696E-02,-1.760864239109590E-03,-5.504128323361464E-04
2454665.000000000,-1.670289042969410E+05,6.728536285523432E+05,2.838266549000861E+05,-1.085687259345119E-02,-2.211224239083283E-03,-7.441605204896885E-04
2454695.000000000,-1.950586458179827E+05,6.665319470360924E+05,2.816502773211204E+05,-1.077155766962546E-02,-2.678493447460342E-03,-9.404550307279192E-04
2454725.000000000,-2.228184772753225E+05,6.589237217926352E+05,2.789274704899910E+05,-1.063423342849740E-02,-3.195987935213437E-03,-1.163121354474290E-03
2454755.000000000,-2.501029911759457E+05,6.499699762760971E+05,2.756184381218827E+05,-1.040299858569979E-02,-3.703620910978830E-03,-1.386612964769959E-03
2454785.000000000,-2.767201700065318E+05,6.397733848057269E+05,2.717619602515525E+05,-1.012927854610824E-02,-4.160286718410897E-03,-1.588158798725751E-03
2454815.000000000,-3.025756406443362E+05,6.284473718929318E+05,2.674006397127032E+05,-9.817343901061400E-03,-4.567657302939507E-03,-1.772526491597542E-03
2454845.000000000,-3.276136017615874E+05,6.161557050069134E+05,2.625998252855997E+05,-9.507773319447603E-03,-4.903006661369201E-03,-1.924984543381198E-03
2454875.000000000,-3.519466599208791E+05,6.030535392976704E+05,2.574386594499751E+05,-9.279079463515321E-03,-5.214063889966156E-03,-2.060497506911091E-03
2454905.000000000,-3.757425502498345E+05,5.890845870541185E+05,2.518996690062653E+05,-9.083018108189123E-03,-5.573729776308480E-03,-2.217596023049856E-03
2454935.000000000,-3.990102404048078E+05,5.741159208087595E+05,2.459225662323727E+05,-8.864169007679229E-03,-5.979815187187201E-03,-2.395644046786175E-03
2454965.000000000,-4.216750271866496E+05,5.580426677566394E+05,2.394630014268398E+05,-8.610238959369101E-03,-6.432999587064301E-03,-2.594423492945063E-03
2454995.000000000,-4.435495142373207E+05,5.407539215777474E+05,2.324611387322528E+05,-8.249139838999902E-03,-6.903326611810142E-03,-2.807581334583824E-03
2455025.000000000,-4.643474196128552E+05,5.223096776543240E+05,2.249289992018960E+05,-7.788809644522538E-03,-7.310461920008355E-03,-2.995897986394108E-03
2455055.000000000,-4.839247666082747E+05,5.029151915675916E+05,2.169589023977149E+05,-7.313759025329560E-03,-7.646660219287836E-03,-3.150844766238485E-03
2455085.000000000,-5.022544388641439E+05,4.827210896185405E+05,2.086173582858648E+05,-6.831043254650501E-03,-7.925952827288420E-03,-3.281284011867384E-03
2455115.000000000,-5.193527577433570E+05,4.618732555702866E+05,1.999714369753624E+05,-6.371601603533324E-03,-8.151397437707531E-03,-3.384664936329967E-03
2455145.000000000,-5.353411294868332E+05,4.404485472755223E+05,1.910675236571698E+05,-5.965501980666256E-03,-8.387267180834530E-03,-3.489489446459144E-03
2455175.000000000,-5.502562132786412E+05,4.183716748914229E+05,1.818683858722135E+05,-5.535451141478203E-03,-8.649208953630366E-03,-3.610281777150886E-03
